No.;Time;;No;Time;Time 2;;Delay;Total Delay ;;Delay 1;Delay 2;;Jitter;Total Jitter
281;4.983.124;;281;4,983124;4,985288;;0,002164;;;0,002153;5E-06;;-0,002148;
282;4.985.288;;282;4,985288;4,985299;;1,1E-05;;;5E-06;-0,000138;;-0,000143;
283;4.985.299;;283;4,985299;4,985305;;6E-06;;;-0,000138;0,00011;;0,000248;
284;4.985.305;;284;4,985305;4,985449;;0,000144;;;0,00011;-1E-06;;-0,000111;
285;4.985.449;;285;4,985449;4,985483;;3,4E-05;;;-1E-06;1,3E-05;;1,4E-05;
286;4.985.483;;286;4,985483;4,985518;;3,5E-05;;;1,3E-05;1,8E-05;;5E-06;
287;4.985.518;;287;4,985518;4,98554;;2,2E-05;;;1,8E-05;-1E-06;;-1,9E-05;
288;4.985.540;;288;4,98554;4,985544;;4E-06;;;-1E-06;-2E-06;;-1E-06;
289;4.985.544;;289;4,985544;4,985549;;5E-06;;;-2E-06;-0,000321;;-0,000319;
290;4.985.549;;290;4,985549;4,985556;;7E-06;;;-0,000321;0,000133;;0,000454;
291;4.985.556;;291;4,985556;4,985884;;0,000328;;;0,000133;3,2E-05;;-0,000101;
292;4.985.884;;292;4,985884;4,986079;;0,000195;;;3,2E-05;-0,000178;;-0,00021;
293;4.986.079;;293;4,986079;4,986242;;0,000163;;;-0,000178;-0,000238;;-6E-05;
294;4.986.242;;294;4,986242;4,986583;;0,000341;;;-0,000238;0,000492;;0,00073;
295;4.986.583;;295;4,986583;4,987162;;0,000579;;;0,000492;-0,000112;;-0,000604;
296;4.987.162;;296;4,987162;4,987249;;8,7E-05;;;-0,000112;0,000139;;0,000251;
297;4.987.249;;297;4,987249;4,987448;;0,000199;;;0,000139;-0,000437;;-0,000576;
298;4.987.448;;298;4,987448;4,987508;;6E-05;;;-0,000437;0,000427;;0,000864;
299;4.987.508;;299;4,987508;4,988005;;0,000497;;;0,000427;1,9E-05;;-0,000408;
300;4.988.005;;300;4,988005;4,988075;;7E-05;;;1,9E-05;-2,9E-05;;-4,8E-05;
301;4.988.075;;301;4,988075;4,988126;;5,1E-05;;;-2,9E-05;6,6E-05;;9,5E-05;
302;4.988.126;;302;4,988126;4,988206;;8E-05;;;6,6E-05;-0,000157;;-0,000223;
303;4.988.206;;303;4,988206;4,98822;;1,4E-05;;;-0,000157;-0,000355;;-0,000198;
304;4.988.220;;304;4,98822;4,988391;;0,000171;;;-0,000355;0,000458;;0,000813;
305;4.988.391;;305;4,988391;4,988917;;0,000526;;;0,000458;-6,6E-05;;-0,000524;
306;4.988.917;;306;4,988917;4,988985;;6,8E-05;;;-6,6E-05;0,000118;;0,000184;
307;4.988.985;;307;4,988985;4,989119;;0,000134;;;0,000118;-1,4E-05;;-0,000132;
308;4.989.119;;308;4,989119;4,989135;;1,6E-05;;;-1,4E-05;-1,6E-05;;-2E-06;
309;4.989.135;;309;4,989135;4,989165;;3E-05;;;-1,6E-05;-0,00019;;-0,000174;
310;4.989.165;;310;4,989165;4,989211;;4,6E-05;;;-0,00019;-0,006499;;-0,006309;
311;4.989.211;;311;4,989211;4,989447;;0,000236;;;-0,006499;0,006725;;0,013224;
312;4.989.447;;312;4,989447;4,996182;;0,006735;;;0,006725;-0,000176;;-0,006901;
313;4.996.182;;313;4,996182;4,996192;;1E-05;;;-0,000176;0,000134;;0,00031;
314;4.996.192;;314;4,996192;4,996378;;0,000186;;;0,000134;-0,003756;;-0,00389;
315;4.996.378;;315;4,996378;4,99643;;5,2E-05;;;-0,003756;0,001748;;0,005504;
316;4.996.430;;316;4,99643;5,000238;;0,003808;;;0,001748;0,002051;;0,000303;
317;5.000.238;;317;5,000238;5,002298;;0,00206;;;0,002051;-3,6E-05;;-0,002087;
318;5.002.298;;318;5,002298;5,002307;;9E-06;;;-3,6E-05;-0,009036;;-0,009;
319;5.002.307;;319;5,002307;5,002352;;4,5E-05;;;-0,009036;0,009034;;0,01807;
320;5.002.352;;320;5,002352;5,011433;;0,009081;;;0,009034;3,2E-05;;-0,009002;
321;5.011.433;;321;5,011433;5,01148;;4,7E-05;;;3,2E-05;-0,001211;;-0,001243;
322;5.011.480;;322;5,01148;5,011495;;1,5E-05;;;-0,001211;-0,015466;;-0,014255;
323;5.011.495;;323;5,011495;5,012721;;0,001226;;;-0,015466;0,01659;;0,032056;
324;5.012.721;;324;5,012721;5,029413;;0,016692;;;0,01659;-0,0003;;-0,01689;
325;5.029.413;;325;5,029413;5,029515;;0,000102;;;-0,0003;0,000155;;0,000455;
326;5.029.515;;326;5,029515;5,029917;;0,000402;;;0,000155;0,000212;;5,7E-05;
327;5.029.917;;327;5,029917;5,030164;;0,000247;;;0,000212;-4E-06;;-0,000216;
328;5.030.164;;328;5,030164;5,030199;;3,5E-05;;;-4E-06;-0,000276;;-0,000272;
329;5.030.199;;329;5,030199;5,030238;;3,9E-05;;;-0,000276;-0,000287;;-1,1E-05;
330;5.030.238;;330;5,030238;5,030553;;0,000315;;;-0,000287;0,000514;;0,000801;
331;5.030.553;;331;5,030553;5,031155;;0,000602;;;0,000514;-0,000126;;-0,00064;
332;5.031.155;;332;5,031155;5,031243;;8,8E-05;;;-0,000126;0,000159;;0,000285;
333;5.031.243;;333;5,031243;5,031457;;0,000214;;;0,000159;-2,3E-05;;-0,000182;
334;5.031.457;;334;5,031457;5,031512;;5,5E-05;;;-2,3E-05;7E-06;;3E-05;
335;5.031.512;;335;5,031512;5,03159;;7,8E-05;;;7E-06;2,4E-05;;1,7E-05;
336;5.031.590;;336;5,03159;5,031661;;7,1E-05;;;2,4E-05;-0,000461;;-0,000485;
337;5.031.661;;337;5,031661;5,031708;;4,7E-05;;;-0,000461;0,000439;;0,0009;
338;5.031.708;;338;5,031708;5,032216;;0,000508;;;0,000439;-7,4E-05;;-0,000513;
339;5.032.216;;339;5,032216;5,032285;;6,9E-05;;;-7,4E-05;-0,006753;;-0,006679;
340;5.032.285;;340;5,032285;5,032428;;0,000143;;;-0,006753;0,006856;;0,013609;
341;5.032.428;;341;5,032428;5,039324;;0,006896;;;0,006856;3,6E-05;;-0,00682;
342;5.039.324;;342;5,039324;5,039364;;4E-05;;;3,6E-05;-1,7E-05;;-5,3E-05;
343;5.039.364;;343;5,039364;5,039368;;4E-06;;;-1,7E-05;-7,7E-05;;-6E-05;
344;5.039.368;;344;5,039368;5,039389;;2,1E-05;;;-7,7E-05;-0,000353;;-0,000276;
345;5.039.389;;345;5,039389;5,039487;;9,8E-05;;;-0,000353;0,000407;;0,00076;
346;5.039.487;;346;5,039487;5,039938;;0,000451;;;0,000407;-0,001117;;-0,001524;
347;5.039.938;;347;5,039938;5,039982;;4,4E-05;;;-0,001117;0,001057;;0,002174;
348;5.039.982;;348;5,039982;5,041143;;0,001161;;;0,001057;9E-06;;-0,001048;
349;5.041.143;;349;5,041143;5,041247;;0,000104;;;9E-06;-0,003927;;-0,003936;
350;5.041.247;;350;5,041247;5,041342;;9,5E-05;;;-0,003927;0,004014;;0,007941;
351;5.041.342;;351;5,041342;5,045364;;0,004022;;;0,004014;3E-06;;-0,004011;
352;5.045.364;;352;5,045364;5,045372;;8E-06;;;3E-06;1E-06;;-2E-06;
353;5.045.372;;353;5,045372;5,045377;;5E-06;;;1E-06;-5,3E-05;;-5,4E-05;
354;5.045.377;;354;5,045377;5,045381;;4E-06;;;-5,3E-05;5,2E-05;;0,000105;
355;5.045.381;;355;5,045381;5,045438;;5,7E-05;;;5,2E-05;-0,000209;;-0,000261;
356;5.045.438;;356;5,045438;5,045443;;5E-06;;;-0,000209;0,000165;;0,000374;
357;5.045.443;;357;5,045443;5,045657;;0,000214;;;0,000165;-0,000565;;-0,00073;
358;5.045.657;;358;5,045657;5,045706;;4,9E-05;;;-0,000565;0,00056;;0,001125;
359;5.045.706;;359;5,045706;5,04632;;0,000614;;;0,00056;4,7E-05;;-0,000513;
360;5.046.320;;360;5,04632;5,046374;;5,4E-05;;;4,7E-05;3E-06;;-4,4E-05;
361;5.046.374;;361;5,046374;5,046381;;7E-06;;;3E-06;0;;-3E-06;
362;5.046.381;;362;5,046381;5,046385;;4E-06;;;0;-6,4E-05;;-6,4E-05;
363;5.046.385;;363;5,046385;5,046389;;4E-06;;;-6,4E-05;5,5E-05;;0,000119;
364;5.046.389;;364;5,046389;5,046457;;6,8E-05;;;5,5E-05;-3,7E-05;;-9,2E-05;
365;5.046.457;;365;5,046457;5,04647;;1,3E-05;;;-3,7E-05;4,8E-05;;8,5E-05;
366;5.046.470;;366;5,04647;5,04652;;5E-05;;;4,8E-05;-3,5E-05;;-8,3E-05;
367;5.046.520;;367;5,04652;5,046522;;2E-06;;;-3,5E-05;2,3E-05;;5,8E-05;
368;5.046.522;;368;5,046522;5,046559;;3,7E-05;;;2,3E-05;-4E-06;;-2,7E-05;
369;5.046.559;;369;5,046559;5,046573;;1,4E-05;;;-4E-06;-2E-05;;-1,6E-05;
370;5.046.573;;370;5,046573;5,046591;;1,8E-05;;;-2E-05;2,1E-05;;4,1E-05;
371;5.046.591;;371;5,046591;5,046629;;3,8E-05;;;2,1E-05;-7E-06;;-2,8E-05;
372;5.046.629;;372;5,046629;5,046646;;1,7E-05;;;-7E-06;1,1E-05;;1,8E-05;
373;5.046.646;;373;5,046646;5,04667;;2,4E-05;;;1,1E-05;-0,00036;;-0,000371;
374;5.046.670;;374;5,04667;5,046683;;1,3E-05;;;-0,00036;-0,001768;;-0,001408;
375;5.046.683;;375;5,046683;5,047056;;0,000373;;;-0,001768;0,002112;;0,00388;
376;5.047.056;;376;5,047056;5,049197;;0,002141;;;0,002112;-0,000182;;-0,002294;
377;5.049.197;;377;5,049197;5,049226;;2,9E-05;;;-0,000182;0,00011;;0,000292;
378;5.049.226;;378;5,049226;5,049437;;0,000211;;;0,00011;-0,000595;;-0,000705;
379;5.049.437;;379;5,049437;5,049538;;0,000101;;;-0,000595;0,000689;;0,001284;
380;5.049.538;;380;5,049538;5,050234;;0,000696;;;0,000689;2E-06;;-0,000687;
381;5.050.234;;381;5,050234;5,050241;;7E-06;;;2E-06;-9E-06;;-1,1E-05;
382;5.050.241;;382;5,050241;5,050246;;5E-06;;;-9E-06;-0,000242;;-0,000233;
383;5.050.246;;383;5,050246;5,05026;;1,4E-05;;;-0,000242;0,000192;;0,000434;
384;5.050.260;;384;5,05026;5,050516;;0,000256;;;0,000192;-1,6E-05;;-0,000208;
385;5.050.516;;385;5,050516;5,05058;;6,4E-05;;;-1,6E-05;-0,000434;;-0,000418;
386;5.050.580;;386;5,05058;5,05066;;8E-05;;;-0,000434;0,000484;;0,000918;
387;5.050.660;;387;5,05066;5,051174;;0,000514;;;0,000484;2,5E-05;;-0,000459;
388;5.051.174;;388;5,051174;5,051204;;3E-05;;;2,5E-05;-5,5E-05;;-8E-05;
389;5.051.204;;389;5,051204;5,051209;;5E-06;;;-5,5E-05;5,5E-05;;0,00011;
390;5.051.209;;390;5,051209;5,051269;;6E-05;;;5,5E-05;-4E-05;;-9,5E-05;
391;5.051.269;;391;5,051269;5,051274;;5E-06;;;-4E-05;-3,2E-05;;8E-06;
392;5.051.274;;392;5,051274;5,051319;;4,5E-05;;;-3,2E-05;4E-06;;3,6E-05;
393;5.051.319;;393;5,051319;5,051396;;7,7E-05;;;4E-06;-4,3E-05;;-4,7E-05;
394;5.051.396;;394;5,051396;5,051469;;7,3E-05;;;-4,3E-05;-0,000656;;-0,000613;
395;5.051.469;;395;5,051469;5,051585;;0,000116;;;-0,000656;0,000759;;0,001415;
396;5.051.585;;396;5,051585;5,052357;;0,000772;;;0,000759;-1,9E-05;;-0,000778;
397;5.052.357;;397;5,052357;5,05237;;1,3E-05;;;-1,9E-05;-3,1E-05;;-1,2E-05;
398;5.052.370;;398;5,05237;5,052402;;3,2E-05;;;-3,1E-05;-0,000304;;-0,000273;
399;5.052.402;;399;5,052402;5,052465;;6,3E-05;;;-0,000304;0,000255;;0,000559;
400;5.052.465;;400;5,052465;5,052832;;0,000367;;;0,000255;-0,000243;;-0,000498;
401;5.052.832;;401;5,052832;5,052944;;0,000112;;;-0,000243;0,000335;;0,000578;
402;5.052.944;;402;5,052944;5,053299;;0,000355;;;0,000335;-3E-05;;-0,000365;
403;5.053.299;;403;5,053299;5,053319;;2E-05;;;-3E-05;1,7E-05;;4,7E-05;
404;5.053.319;;404;5,053319;5,053369;;5E-05;;;1,7E-05;2,7E-05;;1E-05;
405;5.053.369;;405;5,053369;5,053402;;3,3E-05;;;2,7E-05;1E-06;;-2,6E-05;
406;5.053.402;;406;5,053402;5,053408;;6E-06;;;1E-06;0;;-1E-06;
407;5.053.408;;407;5,053408;5,053413;;5E-06;;;0;-4,3E-05;;-4,3E-05;
408;5.053.413;;408;5,053413;5,053418;;5E-06;;;-4,3E-05;4,1E-05;;8,4E-05;
409;5.053.418;;409;5,053418;5,053466;;4,8E-05;;;4,1E-05;-0,000937;;-0,000978;
410;5.053.466;;410;5,053466;5,053473;;7E-06;;;-0,000937;0,000738;;0,001675;
411;5.053.473;;411;5,053473;5,054417;;0,000944;;;0,000738;0,000111;;-0,000627;
412;5.054.417;;412;5,054417;5,054623;;0,000206;;;0,000111;4,3E-05;;-6,8E-05;
413;5.054.623;;413;5,054623;5,054718;;9,5E-05;;;4,3E-05;-7,9E-05;;-0,000122;
414;5.054.718;;414;5,054718;5,05477;;5,2E-05;;;-7,9E-05;-0,000367;;-0,000288;
415;5.054.770;;415;5,05477;5,054901;;0,000131;;;-0,000367;-0,009483;;-0,009116;
416;5.054.901;;416;5,054901;5,055399;;0,000498;;;-0,009483;0,00992;;0,019403;
417;5.055.399;;417;5,055399;5,06538;;0,009981;;;0,00992;3,6E-05;;-0,009884;
418;5.065.380;;418;5,06538;5,065441;;6,1E-05;;;3,6E-05;1,1E-05;;-2,5E-05;
419;5.065.441;;419;5,065441;5,065466;;2,5E-05;;;1,1E-05;7E-06;;-4E-06;
420;5.065.466;;420;5,065466;5,06548;;1,4E-05;;;7E-06;-0,000188;;-0,000195;
421;5.065.480;;421;5,06548;5,065487;;7E-06;;;-0,000188;-0,000428;;-0,00024;
422;5.065.487;;422;5,065487;5,065682;;0,000195;;;-0,000428;0,000542;;0,00097;
423;5.065.682;;423;5,065682;5,066305;;0,000623;;;0,000542;7E-05;;-0,000472;
424;5.066.305;;424;5,066305;5,066386;;8,1E-05;;;7E-05;-1,8E-05;;-8,8E-05;
425;5.066.386;;425;5,066386;5,066397;;1,1E-05;;;-1,8E-05;4E-06;;2,2E-05;
426;5.066.397;;426;5,066397;5,066426;;2,9E-05;;;4E-06;7E-06;;3E-06;
427;5.066.426;;427;5,066426;5,066451;;2,5E-05;;;7E-06;-4E-05;;-4,7E-05;
428;5.066.451;;428;5,066451;5,066469;;1,8E-05;;;-4E-05;-0,00062;;-0,00058;
429;5.066.469;;429;5,066469;5,066527;;5,8E-05;;;-0,00062;0,000624;;0,001244;
430;5.066.527;;430;5,066527;5,067205;;0,000678;;;0,000624;4,4E-05;;-0,00058;
431;5.067.205;;431;5,067205;5,067259;;5,4E-05;;;4,4E-05;5E-06;;-3,9E-05;
432;5.067.259;;432;5,067259;5,067269;;1E-05;;;5E-06;-0,000384;;-0,000389;
433;5.067.269;;433;5,067269;5,067274;;5E-06;;;-0,000384;0,000225;;0,000609;
434;5.067.274;;434;5,067274;5,067663;;0,000389;;;0,000225;6,6E-05;;-0,000159;
435;5.067.663;;435;5,067663;5,067827;;0,000164;;;6,6E-05;-0,000301;;-0,000367;
436;5.067.827;;436;5,067827;5,067925;;9,8E-05;;;-0,000301;0,000322;;0,000623;
437;5.067.925;;437;5,067925;5,068324;;0,000399;;;0,000322;5,2E-05;;-0,00027;
438;5.068.324;;438;5,068324;5,068401;;7,7E-05;;;5,2E-05;-2,6E-05;;-7,8E-05;
439;5.068.401;;439;5,068401;5,068426;;2,5E-05;;;-2,6E-05;3,8E-05;;6,4E-05;
440;5.068.426;;440;5,068426;5,068477;;5,1E-05;;;3,8E-05;-0,000166;;-0,000204;
441;5.068.477;;441;5,068477;5,06849;;1,3E-05;;;-0,000166;-0,000286;;-0,00012;
442;5.068.490;;442;5,06849;5,068669;;0,000179;;;-0,000286;0,000398;;0,000684;
443;5.068.669;;443;5,068669;5,069134;;0,000465;;;0,000398;-0,001111;;-0,001509;
444;5.069.134;;444;5,069134;5,069201;;6,7E-05;;;-0,001111;0,001044;;0,002155;
445;5.069.201;;445;5,069201;5,070379;;0,001178;;;0,001044;-0,001802;;-0,002846;
446;5.070.379;;446;5,070379;5,070513;;0,000134;;;-0,001802;-0,011806;;-0,010004;
447;5.070.513;;447;5,070513;5,072449;;0,001936;;;-0,011806;0,013695;;0,025501;
448;5.072.449;;448;5,072449;5,086191;;0,013742;;;0,013695;-0,000191;;-0,013886;
449;5.086.191;;449;5,086191;5,086238;;4,7E-05;;;-0,000191;0,000177;;0,000368;
450;5.086.238;;450;5,086238;5,086476;;0,000238;;;0,000177;6E-06;;-0,000171;
451;5.086.476;;451;5,086476;5,086537;;6,1E-05;;;6E-06;-0,001581;;-0,001587;
452;5.086.537;;452;5,086537;5,086592;;5,5E-05;;;-0,001581;0,001583;;0,003164;
453;5.086.592;;453;5,086592;5,088228;;0,001636;;;0,001583;4,3E-05;;-0,00154;
454;5.088.228;;454;5,088228;5,088281;;5,3E-05;;;4,3E-05;-2,2E-05;;-6,5E-05;
455;5.088.281;;455;5,088281;5,088291;;1E-05;;;-2,2E-05;-0,000109;;-8,7E-05;
456;5.088.291;;456;5,088291;5,088323;;3,2E-05;;;-0,000109;9,1E-05;;0,0002;
457;5.088.323;;457;5,088323;5,088464;;0,000141;;;9,1E-05;-0,001582;;-0,001673;
458;5.088.464;;458;5,088464;5,088514;;5E-05;;;-0,001582;0,001621;;0,003203;
459;5.088.514;;459;5,088514;5,090146;;0,001632;;;0,001621;-0,000131;;-0,001752;
460;5.090.146;;460;5,090146;5,090157;;1,1E-05;;;-0,000131;2,5E-05;;0,000156;
461;5.090.157;;461;5,090157;5,090299;;0,000142;;;2,5E-05;-0,004028;;-0,004053;
462;5.090.299;;462;5,090299;5,090416;;0,000117;;;-0,004028;-0,009726;;-0,005698;
463;5.090.416;;463;5,090416;5,094561;;0,004145;;;-0,009726;0,013046;;0,022772;
464;5.094.561;;464;5,094561;5,108432;;0,013871;;;0,013046;-0,00322;;-0,016266;
465;5.108.432;;465;5,108432;5,109257;;0,000825;;;-0,00322;0,004031;;0,007251;
466;5.109.257;;466;5,109257;5,113302;;0,004045;;;0,004031;-3,3E-05;;-0,004064;
467;5.113.302;;467;5,113302;5,113316;;1,4E-05;;;-3,3E-05;-0,000214;;-0,000181;
468;5.113.316;;468;5,113316;5,113363;;4,7E-05;;;-0,000214;0,000147;;0,000361;
469;5.113.363;;469;5,113363;5,113624;;0,000261;;;0,000147;-0,000248;;-0,000395;
470;5.113.624;;470;5,113624;5,113738;;0,000114;;;-0,000248;0,000192;;0,00044;
471;5.113.738;;471;5,113738;5,1141;;0,000362;;;0,000192;-0,000662;;-0,000854;
472;5.114.100;;472;5,1141;5,11427;;0,00017;;;-0,000662;0,000363;;0,001025;
473;5.114.270;;473;5,11427;5,115102;;0,000832;;;0,000363;0,000209;;-0,000154;
474;5.115.102;;474;5,115102;5,115571;;0,000469;;;0,000209;-4E-05;;-0,000249;
475;5.115.571;;475;5,115571;5,115831;;0,00026;;;-4E-05;0,00029;;0,00033;
476;5.115.831;;476;5,115831;5,116131;;0,0003;;;0,00029;-3,7E-05;;-0,000327;
477;5.116.131;;477;5,116131;5,116141;;1E-05;;;-3,7E-05;4E-05;;7,7E-05;
478;5.116.141;;478;5,116141;5,116188;;4,7E-05;;;4E-05;4E-06;;-3,6E-05;
479;5.116.188;;479;5,116188;5,116195;;7E-06;;;4E-06;-0,001575;;-0,001579;
480;5.116.195;;480;5,116195;5,116198;;3E-06;;;-0,001575;-0,00611;;-0,004535;
481;5.116.198;;481;5,116198;5,117776;;0,001578;;;-0,00611;0,007673;;0,013783;
482;5.117.776;;482;5,117776;5,125464;;0,007688;;;0,007673;-9E-06;;-0,007682;
483;5.125.464;;483;5,125464;5,125479;;1,5E-05;;;-9E-06;1,8E-05;;2,7E-05;
484;5.125.479;;484;5,125479;5,125503;;2,4E-05;;;1,8E-05;0;;-1,8E-05;
485;5.125.503;;485;5,125503;5,125509;;6E-06;;;0;-0,000105;;-0,000105;
486;5.125.509;;486;5,125509;5,125515;;6E-06;;;-0,000105;-0,000136;;-3,1E-05;
487;5.125.515;;487;5,125515;5,125626;;0,000111;;;-0,000136;0,000184;;0,00032;
488;5.125.626;;488;5,125626;5,125873;;0,000247;;;0,000184;-0,001164;;-0,001348;
489;5.125.873;;489;5,125873;5,125936;;6,3E-05;;;-0,001164;-0,000862;;0,000302;
490;5.125.936;;490;5,125936;5,127163;;0,001227;;;-0,000862;-0,012258;;-0,011396;
491;5.127.163;;491;5,127163;5,129252;;0,002089;;;-0,012258;0,013776;;0,026034;
492;5.129.252;;492;5,129252;5,143599;;0,014347;;;0,013776;0,000511;;-0,013265;
493;5.143.599;;493;5,143599;5,14417;;0,000571;;;0,000511;-0,000115;;-0,000626;
494;5.144.170;;494;5,14417;5,14423;;6E-05;;;-0,000115;-0,000571;;-0,000456;
495;5.144.230;;495;5,14423;5,144405;;0,000175;;;-0,000571;0,000695;;0,001266;
496;5.144.405;;496;5,144405;5,145151;;0,000746;;;0,000695;-0,000688;;-0,001383;
497;5.145.151;;497;5,145151;5,145202;;5,1E-05;;;-0,000688;6E-05;;0,000748;
498;5.145.202;;498;5,145202;5,145941;;0,000739;;;6E-05;0,00034;;0,00028;
499;5.145.941;;499;5,145941;5,14662;;0,000679;;;0,00034;-4,9E-05;;-0,000389;
500;5.146.620;;500;5,14662;5,146959;;0,000339;;;-4,9E-05;0,000341;;0,00039;
501;5.146.959;;501;5,146959;5,147347;;0,000388;;;0,000341;3E-05;;-0,000311;
502;5.147.347;;502;5,147347;5,147394;;4,7E-05;;;3E-05;1,1E-05;;-1,9E-05;
503;5.147.394;;503;5,147394;5,147411;;1,7E-05;;;1,1E-05;-1E-06;;-1,2E-05;
504;5.147.411;;504;5,147411;5,147417;;6E-06;;;-1E-06;-0,000113;;-0,000112;
505;5.147.417;;505;5,147417;5,147424;;7E-06;;;-0,000113;0;;0,000113;
506;5.147.424;;506;5,147424;5,147544;;0,00012;;;0;-0,000415;;-0,000415;
507;5.147.544;;507;5,147544;5,147664;;0,00012;;;-0,000415;0,000525;;0,00094;
508;5.147.664;;508;5,147664;5,148199;;0,000535;;;0,000525;4E-06;;-0,000521;
509;5.148.199;;509;5,148199;5,148209;;1E-05;;;4E-06;-7,7E-05;;-8,1E-05;
510;5.148.209;;510;5,148209;5,148215;;6E-06;;;-7,7E-05;7,6E-05;;0,000153;
511;5.148.215;;511;5,148215;5,148298;;8,3E-05;;;7,6E-05;-0,000219;;-0,000295;
512;5.148.298;;512;5,148298;5,148305;;7E-06;;;-0,000219;5,2E-05;;0,000271;
513;5.148.305;;513;5,148305;5,148531;;0,000226;;;5,2E-05;-0,000164;;-0,000216;
514;5.148.531;;514;5,148531;5,148705;;0,000174;;;-0,000164;0,00021;;0,000374;
515;5.148.705;;515;5,148705;5,149043;;0,000338;;;0,00021;-5,8E-05;;-0,000268;
516;5.149.043;;516;5,149043;5,149171;;0,000128;;;-5,8E-05;-0,000534;;-0,000476;
517;5.149.171;;517;5,149171;5,149357;;0,000186;;;-0,000534;0,00017;;0,000704;
518;5.149.357;;518;5,149357;5,150077;;0,00072;;;0,00017;0,000304;;0,000134;
519;5.150.077;;519;5,150077;5,150627;;0,00055;;;0,000304;-0,000995;;-0,001299;
520;5.150.627;;520;5,150627;5,150873;;0,000246;;;-0,000995;0,00101;;0,002005;
521;5.150.873;;521;5,150873;5,152114;;0,001241;;;0,00101;-0,001117;;-0,002127;
522;5.152.114;;522;5,152114;5,152345;;0,000231;;;-0,001117;0,001131;;0,002248;
523;5.152.345;;523;5,152345;5,153693;;0,001348;;;0,001131;-0,001154;;-0,002285;
524;5.153.693;;524;5,153693;5,15391;;0,000217;;;-0,001154;0,001285;;0,002439;
525;5.153.910;;525;5,15391;5,155281;;0,001371;;;0,001285;4,8E-05;;-0,001237;
526;5.155.281;;526;5,155281;5,155367;;8,6E-05;;;4,8E-05;-0,000118;;-0,000166;
527;5.155.367;;527;5,155367;5,155405;;3,8E-05;;;-0,000118;-0,000511;;-0,000393;
528;5.155.405;;528;5,155405;5,155561;;0,000156;;;-0,000511;-0,003996;;-0,003485;
529;5.155.561;;529;5,155561;5,156228;;0,000667;;;-0,003996;-0,000633;;0,003363;
530;5.156.228;;530;5,156228;5,160891;;0,004663;;;-0,000633;0,004318;;0,004951;
531;5.160.891;;531;5,160891;5,166187;;0,005296;;;0,004318;-0,011429;;-0,015747;
532;5.166.187;;532;5,166187;5,167165;;0,000978;;;-0,011429;0,012337;;0,023766;
533;5.167.165;;533;5,167165;5,179572;;0,012407;;;0,012337;4,4E-05;;-0,012293;
534;5.179.572;;534;5,179572;5,179642;;7E-05;;;4,4E-05;1,9E-05;;-2,5E-05;
535;5.179.642;;535;5,179642;5,179668;;2,6E-05;;;1,9E-05;-8,88178E-16;;-1,9E-05;
536;5.179.668;;536;5,179668;5,179675;;7E-06;;;-8,88178E-16;-1,7E-05;;-1,7E-05;
537;5.179.675;;537;5,179675;5,179682;;7E-06;;;-1,7E-05;-0,000154;;-0,000137;
538;5.179.682;;538;5,179682;5,179706;;2,4E-05;;;-0,000154;0,000173;;0,000327;
539;5.179.706;;539;5,179706;5,179884;;0,000178;;;0,000173;2E-06;;-0,000171;
540;5.179.884;;540;5,179884;5,179889;;5E-06;;;2E-06;-1E-06;;-3E-06;
541;5.179.889;;541;5,179889;5,179892;;3E-06;;;-1E-06;8,88178E-16;;1E-06;
542;5.179.892;;542;5,179892;5,179896;;4E-06;;;8,88178E-16;-0,000127;;-0,000127;
543;5.179.896;;543;5,179896;5,1799;;4E-06;;;-0,000127;7E-05;;0,000197;
544;5.179.900;;544;5,1799;5,180031;;0,000131;;;7E-05;-0,000595;;-0,000665;
545;5.180.031;;545;5,180031;5,180092;;6,1E-05;;;-0,000595;0,000614;;0,001209;
546;5.180.092;;546;5,180092;5,180748;;0,000656;;;0,000614;3,9E-05;;-0,000575;
547;5.180.748;;547;5,180748;5,18079;;4,2E-05;;;3,9E-05;-6,4E-05;;-0,000103;
548;5.180.790;;548;5,18079;5,180793;;3E-06;;;-6,4E-05;2,8E-05;;9,2E-05;
549;5.180.793;;549;5,180793;5,18086;;6,7E-05;;;2,8E-05;3,4E-05;;6E-06;
550;5.180.860;;550;5,18086;5,180899;;3,9E-05;;;3,4E-05;-0,0005;;-0,000534;
551;5.180.899;;551;5,180899;5,180904;;5E-06;;;-0,0005;0,000459;;0,000959;
552;5.180.904;;552;5,180904;5,181409;;0,000505;;;0,000459;-0,000574;;-0,001033;
553;5.181.409;;553;5,181409;5,181455;;4,6E-05;;;-0,000574;0,000541;;0,001115;
554;5.181.455;;554;5,181455;5,182075;;0,00062;;;0,000541;4,3E-05;;-0,000498;
555;5.182.075;;555;5,182075;5,182154;;7,9E-05;;;4,3E-05;-0,001882;;-0,001925;
556;5.182.154;;556;5,182154;5,18219;;3,6E-05;;;-0,001882;0,001908;;0,00379;
557;5.182.190;;557;5,18219;5,184108;;0,001918;;;0,001908;-3E-05;;-0,001938;
558;5.184.108;;558;5,184108;5,184118;;1E-05;;;-3E-05;-0,001341;;-0,001311;
559;5.184.118;;559;5,184118;5,184158;;4E-05;;;-0,001341;0,001273;;0,002614;
560;5.184.158;;560;5,184158;5,185539;;0,001381;;;0,001273;-0,00024;;-0,001513;
561;5.185.539;;561;5,185539;5,185647;;0,000108;;;-0,00024;0,000307;;0,000547;
