No.;Time;;No;Time;Time 2;;Delay;Total Delay ;;Delay 1;Delay 2;;Jitter;Total Jitter
2764;23.869.098;;2764;23,869098;23,872903;;0,003805;;;0,003729;-2,2E-05;;-0,003751;
2765;23.872.903;;2765;23,872903;23,872979;;7,6E-05;;;-2,2E-05;-0,012169;;-0,012147;
2766;23.872.979;;2766;23,872979;23,873077;;9,8E-05;;;-0,012169;0,01218;;0,024349;
2767;23.873.077;;2767;23,873077;23,885344;;0,012267;;;0,01218;7,8E-05;;-0,012102;
2768;23.885.344;;2768;23,885344;23,885431;;8,7E-05;;;7,8E-05;-2E-05;;-9,8E-05;
2769;23.885.431;;2769;23,885431;23,88544;;9E-06;;;-2E-05;-2E-05;;3,55271E-15;
2770;23.885.440;;2770;23,88544;23,885469;;2,9E-05;;;-2E-05;2,4E-05;;4,4E-05;
2771;23.885.469;;2771;23,885469;23,885518;;4,9E-05;;;2,4E-05;-3,55271E-15;;-2,4E-05;
2772;23.885.518;;2772;23,885518;23,885543;;2,5E-05;;;-3,55271E-15;-2E-06;;-2E-06;
2773;23.885.543;;2773;23,885543;23,885568;;2,5E-05;;;-2E-06;2E-06;;4E-06;
2774;23.885.568;;2774;23,885568;23,885595;;2,7E-05;;;2E-06;3E-06;;1E-06;
2775;23.885.595;;2775;23,885595;23,88562;;2,5E-05;;;3E-06;1,6E-05;;1,3E-05;
2776;23.885.620;;2776;23,88562;23,885642;;2,2E-05;;;1,6E-05;-5,8E-05;;-7,4E-05;
2777;23.885.642;;2777;23,885642;23,885648;;6E-06;;;-5,8E-05;-0,001369;;-0,001311;
2778;23.885.648;;2778;23,885648;23,885712;;6,4E-05;;;-0,001369;0,001351;;0,00272;
2779;23.885.712;;2779;23,885712;23,887145;;0,001433;;;0,001351;7,2E-05;;-0,001279;
2780;23.887.145;;2780;23,887145;23,887227;;8,2E-05;;;7,2E-05;-3,3E-05;;-0,000105;
2781;23.887.227;;2781;23,887227;23,887237;;1E-05;;;-3,3E-05;3,9E-05;;7,2E-05;
2782;23.887.237;;2782;23,887237;23,88728;;4,3E-05;;;3,9E-05;-3,8E-05;;-7,7E-05;
2783;23.887.280;;2783;23,88728;23,887284;;4E-06;;;-3,8E-05;-0,000402;;-0,000364;
2784;23.887.284;;2784;23,887284;23,887326;;4,2E-05;;;-0,000402;0,000397;;0,000799;
2785;23.887.326;;2785;23,887326;23,88777;;0,000444;;;0,000397;-6E-06;;-0,000403;
2786;23.887.770;;2786;23,88777;23,887817;;4,7E-05;;;-6E-06;3,3E-05;;3,9E-05;
2787;23.887.817;;2787;23,887817;23,88787;;5,3E-05;;;3,3E-05;-0,001992;;-0,002025;
2788;23.887.870;;2788;23,88787;23,88789;;2E-05;;;-0,001992;0,001938;;0,00393;
2789;23.887.890;;2789;23,88789;23,889902;;0,002012;;;0,001938;-5E-06;;-0,001943;
2790;23.889.902;;2790;23,889902;23,889976;;7,4E-05;;;-5E-06;-0,003712;;-0,003707;
2791;23.889.976;;2791;23,889976;23,890055;;7,9E-05;;;-0,003712;0,003742;;0,007454;
2792;23.890.055;;2792;23,890055;23,893846;;0,003791;;;0,003742;-5,3E-05;;-0,003795;
2793;23.893.846;;2793;23,893846;23,893895;;4,9E-05;;;-5,3E-05;-0,001707;;-0,001654;
2794;23.893.895;;2794;23,893895;23,893997;;0,000102;;;-0,001707;0,001734;;0,003441;
2795;23.893.997;;2795;23,893997;23,895806;;0,001809;;;0,001734;-2,4E-05;;-0,001758;
2796;23.895.806;;2796;23,895806;23,895881;;7,5E-05;;;-2,4E-05;-0,001821;;-0,001797;
2797;23.895.881;;2797;23,895881;23,89598;;9,9E-05;;;-0,001821;0,001867;;0,003688;
2798;23.895.980;;2798;23,89598;23,8979;;0,00192;;;0,001867;-3,4E-05;;-0,001901;
2799;23.897.900;;2799;23,8979;23,897953;;5,3E-05;;;-3,4E-05;-0,001723;;-0,001689;
2800;23.897.953;;2800;23,897953;23,89804;;8,7E-05;;;-0,001723;0,001783;;0,003506;
2801;23.898.040;;2801;23,89804;23,89985;;0,00181;;;0,001783;-0,001941;;-0,003724;
2802;23.899.850;;2802;23,89985;23,899877;;2,7E-05;;;-0,001941;0,001923;;0,003864;
2803;23.899.877;;2803;23,899877;23,901845;;0,001968;;;0,001923;-0,000967;;-0,00289;
2804;23.901.845;;2804;23,901845;23,90189;;4,5E-05;;;-0,000967;0,000941;;0,001908;
2805;23.901.890;;2805;23,90189;23,902902;;0,001012;;;0,000941;-0,009789;;-0,01073;
2806;23.902.902;;2806;23,902902;23,902973;;7,1E-05;;;-0,009789;0,009801;;0,01959;
2807;23.902.973;;2807;23,902973;23,912833;;0,00986;;;0,009801;-6,7E-05;;-0,009868;
2808;23.912.833;;2808;23,912833;23,912892;;5,9E-05;;;-6,7E-05;-0,000999;;-0,000932;
2809;23.912.892;;2809;23,912892;23,913018;;0,000126;;;-0,000999;0,001061;;0,00206;
2810;23.913.018;;2810;23,913018;23,914143;;0,001125;;;0,001061;5,7E-05;;-0,001004;
2811;23.914.143;;2811;23,914143;23,914207;;6,4E-05;;;5,7E-05;-2,8E-05;;-8,5E-05;
2812;23.914.207;;2812;23,914207;23,914214;;7E-06;;;-2,8E-05;-5,5E-05;;-2,7E-05;
2813;23.914.214;;2813;23,914214;23,914249;;3,5E-05;;;-5,5E-05;8,2E-05;;0,000137;
2814;23.914.249;;2814;23,914249;23,914339;;9E-05;;;8,2E-05;3E-06;;-7,9E-05;
2815;23.914.339;;2815;23,914339;23,914347;;8E-06;;;3E-06;-3E-05;;-3,3E-05;
2816;23.914.347;;2816;23,914347;23,914352;;5E-06;;;-3E-05;-0,000279;;-0,000249;
2817;23.914.352;;2817;23,914352;23,914387;;3,5E-05;;;-0,000279;0,00028;;0,000559;
2818;23.914.387;;2818;23,914387;23,914701;;0,000314;;;0,00028;-3,9E-05;;-0,000319;
2819;23.914.701;;2819;23,914701;23,914735;;3,4E-05;;;-3,9E-05;-0,000958;;-0,000919;
2820;23.914.735;;2820;23,914735;23,914808;;7,3E-05;;;-0,000958;0,000991;;0,001949;
2821;23.914.808;;2821;23,914808;23,915839;;0,001031;;;0,000991;-0,000922;;-0,001913;
2822;23.915.839;;2822;23,915839;23,915879;;4E-05;;;-0,000922;0,000924;;0,001846;
2823;23.915.879;;2823;23,915879;23,916841;;0,000962;;;0,000924;-0,001931;;-0,002855;
2824;23.916.841;;2824;23,916841;23,916879;;3,8E-05;;;-0,001931;0,001904;;0,003835;
2825;23.916.879;;2825;23,916879;23,918848;;0,001969;;;0,001904;-0,00208;;-0,003984;
2826;23.918.848;;2826;23,918848;23,918913;;6,5E-05;;;-0,00208;0,002089;;0,004169;
2827;23.918.913;;2827;23,918913;23,921058;;0,002145;;;0,002089;-0,001891;;-0,00398;
2828;23.921.058;;2828;23,921058;23,921114;;5,6E-05;;;-0,001891;0,001934;;0,003825;
2829;23.921.114;;2829;23,921114;23,923061;;0,001947;;;0,001934;-0,00013;;-0,002064;
2830;23.923.061;;2830;23,923061;23,923074;;1,3E-05;;;-0,00013;-0,001506;;-0,001376;
2831;23.923.074;;2831;23,923074;23,923217;;0,000143;;;-0,001506;0,001633;;0,003139;
2832;23.923.217;;2832;23,923217;23,924866;;0,001649;;;0,001633;-0,002069;;-0,003702;
2833;23.924.866;;2833;23,924866;23,924882;;1,6E-05;;;-0,002069;0,002058;;0,004127;
2834;23.924.882;;2834;23,924882;23,926967;;0,002085;;;0,002058;-0,002084;;-0,004142;
2835;23.926.967;;2835;23,926967;23,926994;;2,7E-05;;;-0,002084;0,002091;;0,004175;
2836;23.926.994;;2836;23,926994;23,929105;;0,002111;;;0,002091;-0,001938;;-0,004029;
2837;23.929.105;;2837;23,929105;23,929125;;2E-05;;;-0,001938;0,001906;;0,003844;
2838;23.929.125;;2838;23,929125;23,931083;;0,001958;;;0,001906;-0,000765;;-0,002671;
2839;23.931.083;;2839;23,931083;23,931135;;5,2E-05;;;-0,000765;0,000769;;0,001534;
2840;23.931.135;;2840;23,931135;23,931952;;0,000817;;;0,000769;-5E-06;;-0,000774;
2841;23.931.952;;2841;23,931952;23,932;;4,8E-05;;;-5E-06;-0,002965;;-0,00296;
2842;23.932.000;;2842;23,932;23,932053;;5,3E-05;;;-0,002965;0,00298;;0,005945;
2843;23.932.053;;2843;23,932053;23,935071;;0,003018;;;0,00298;-0,001788;;-0,004768;
2844;23.935.071;;2844;23,935071;23,935109;;3,8E-05;;;-0,001788;0,001765;;0,003553;
2845;23.935.109;;2845;23,935109;23,936935;;0,001826;;;0,001765;-0,002044;;-0,003809;
2846;23.936.935;;2846;23,936935;23,936996;;6,1E-05;;;-0,002044;0,002088;;0,004132;
2847;23.936.996;;2847;23,936996;23,939101;;0,002105;;;0,002088;-0,001813;;-0,003901;
2848;23.939.101;;2848;23,939101;23,939118;;1,7E-05;;;-0,001813;0,001787;;0,0036;
2849;23.939.118;;2849;23,939118;23,940948;;0,00183;;;0,001787;-0,000928;;-0,002715;
2850;23.940.948;;2850;23,940948;23,940991;;4,3E-05;;;-0,000928;0,000951;;0,001879;
2851;23.940.991;;2851;23,940991;23,941962;;0,000971;;;0,000951;-4,8E-05;;-0,000999;
2852;23.941.962;;2852;23,941962;23,941982;;2E-05;;;-4,8E-05;-0,001936;;-0,001888;
2853;23.941.982;;2853;23,941982;23,94205;;6,8E-05;;;-0,001936;0,001951;;0,003887;
2854;23.942.050;;2854;23,94205;23,944054;;0,002004;;;0,001951;-0,000895;;-0,002846;
2855;23.944.054;;2855;23,944054;23,944107;;5,3E-05;;;-0,000895;0,000895;;0,00179;
2856;23.944.107;;2856;23,944107;23,945055;;0,000948;;;0,000895;-0,000789;;-0,001684;
2857;23.945.055;;2857;23,945055;23,945108;;5,3E-05;;;-0,000789;0,000795;;0,001584;
2858;23.945.108;;2858;23,945108;23,94595;;0,000842;;;0,000795;-0,001943;;-0,002738;
2859;23.945.950;;2859;23,94595;23,945997;;4,7E-05;;;-0,001943;0,001944;;0,003887;
2860;23.945.997;;2860;23,945997;23,947987;;0,00199;;;0,001944;-0,000871;;-0,002815;
2861;23.947.987;;2861;23,947987;23,948033;;4,6E-05;;;-0,000871;0,000758;;0,001629;
2862;23.948.033;;2862;23,948033;23,94895;;0,000917;;;0,000758;0,000152;;-0,000606;
2863;23.948.950;;2863;23,94895;23,949109;;0,000159;;;0,000152;-0,000675;;-0,000827;
2864;23.949.109;;2864;23,949109;23,949116;;7E-06;;;-0,000675;0,000614;;0,001289;
2865;23.949.116;;2865;23,949116;23,949798;;0,000682;;;0,000614;-0,000998;;-0,001612;
2866;23.949.798;;2866;23,949798;23,949866;;6,8E-05;;;-0,000998;0,00099;;0,001988;
2867;23.949.866;;2867;23,949866;23,950932;;0,001066;;;0,00099;-0,001766;;-0,002756;
2868;23.950.932;;2868;23,950932;23,951008;;7,6E-05;;;-0,001766;0,001796;;0,003562;
2869;23.951.008;;2869;23,951008;23,95285;;0,001842;;;0,001796;-0,001026;;-0,002822;
2870;23.952.850;;2870;23,95285;23,952896;;4,6E-05;;;-0,001026;0,001052;;0,002078;
2871;23.952.896;;2871;23,952896;23,953968;;0,001072;;;0,001052;-0,009238;;-0,01029;
2872;23.953.968;;2872;23,953968;23,953988;;2E-05;;;-0,009238;0,009249;;0,018487;
2873;23.953.988;;2873;23,953988;23,963246;;0,009258;;;0,009249;-0,000127;;-0,009376;
2874;23.963.246;;2874;23,963246;23,963255;;9E-06;;;-0,000127;-0,000691;;-0,000564;
2875;23.963.255;;2875;23,963255;23,963391;;0,000136;;;-0,000691;0,000729;;0,00142;
2876;23.963.391;;2876;23,963391;23,964218;;0,000827;;;0,000729;-0,016573;;-0,017302;
2877;23.964.218;;2877;23,964218;23,964316;;9,8E-05;;;-0,016573;0,016533;;0,033106;
2878;23.964.316;;2878;23,964316;23,980987;;0,016671;;;0,016533;-0,008124;;-0,024657;
2879;23.980.987;;2879;23,980987;23,981125;;0,000138;;;-0,008124;0,008224;;0,016348;
2880;23.981.125;;2880;23,981125;23,989387;;0,008262;;;0,008224;3,2E-05;;-0,008192;
2881;23.989.387;;2881;23,989387;23,989425;;3,8E-05;;;3,2E-05;-6,5E-05;;-9,7E-05;
2882;23.989.425;;2882;23,989425;23,989431;;6E-06;;;-6,5E-05;3E-05;;9,5E-05;
2883;23.989.431;;2883;23,989431;23,989502;;7,1E-05;;;3E-05;1,7E-05;;-1,3E-05;
2884;23.989.502;;2884;23,989502;23,989543;;4,1E-05;;;1,7E-05;-2,6E-05;;-4,3E-05;
2885;23.989.543;;2885;23,989543;23,989567;;2,4E-05;;;-2,6E-05;-2E-06;;2,4E-05;
2886;23.989.567;;2886;23,989567;23,989617;;5E-05;;;-2E-06;4,4E-05;;4,6E-05;
2887;23.989.617;;2887;23,989617;23,989669;;5,2E-05;;;4,4E-05;-8,9E-05;;-0,000133;
2888;23.989.669;;2888;23,989669;23,989677;;8E-06;;;-8,9E-05;5,6E-05;;0,000145;
2889;23.989.677;;2889;23,989677;23,989774;;9,7E-05;;;5,6E-05;-6E-05;;-0,000116;
2890;23.989.774;;2890;23,989774;23,989815;;4,1E-05;;;-6E-05;6,1E-05;;0,000121;
2891;23.989.815;;2891;23,989815;23,989916;;0,000101;;;6,1E-05;-2,6E-05;;-8,7E-05;
2892;23.989.916;;2892;23,989916;23,989956;;4E-05;;;-2,6E-05;6,1E-05;;8,7E-05;
2893;23.989.956;;2893;23,989956;23,990022;;6,6E-05;;;6,1E-05;-2,3E-05;;-8,4E-05;
2894;23.990.022;;2894;23,990022;23,990027;;5E-06;;;-2,3E-05;-3,2E-05;;-9E-06;
2895;23.990.027;;2895;23,990027;23,990055;;2,8E-05;;;-3,2E-05;-1,5E-05;;1,7E-05;
2896;23.990.055;;2896;23,990055;23,990115;;6E-05;;;-1,5E-05;6,9E-05;;8,4E-05;
2897;23.990.115;;2897;23,990115;23,99019;;7,5E-05;;;6,9E-05;2E-06;;-6,7E-05;
2898;23.990.190;;2898;23,99019;23,990196;;6E-06;;;2E-06;-3,8E-05;;-4E-05;
2899;23.990.196;;2899;23,990196;23,9902;;4E-06;;;-3,8E-05;2E-06;;4E-05;
2900;23.990.200;;2900;23,9902;23,990242;;4,2E-05;;;2E-06;2E-06;;7,10543E-15;
2901;23.990.242;;2901;23,990242;23,990282;;4E-05;;;2E-06;-0,000691;;-0,000693;
2902;23.990.282;;2902;23,990282;23,99032;;3,8E-05;;;-0,000691;0,000692;;0,001383;
2903;23.990.320;;2903;23,99032;23,991049;;0,000729;;;0,000692;-0,001127;;-0,001819;
2904;23.991.049;;2904;23,991049;23,991086;;3,7E-05;;;-0,001127;0,001144;;0,002271;
2905;23.991.086;;2905;23,991086;23,99225;;0,001164;;;0,001144;-2,8E-05;;-0,001172;
2906;23.992.250;;2906;23,99225;23,99227;;2E-05;;;-2,8E-05;-1,8E-05;;1E-05;
2907;23.992.270;;2907;23,99227;23,992318;;4,8E-05;;;-1,8E-05;3,2E-05;;5E-05;
2908;23.992.318;;2908;23,992318;23,992384;;6,6E-05;;;3,2E-05;2,9E-05;;-3E-06;
2909;23.992.384;;2909;23,992384;23,992418;;3,4E-05;;;2,9E-05;-0,000102;;-0,000131;
2910;23.992.418;;2910;23,992418;23,992423;;5E-06;;;-0,000102;0,000102;;0,000204;
2911;23.992.423;;2911;23,992423;23,99253;;0,000107;;;0,000102;-2E-05;;-0,000122;
2912;23.992.530;;2912;23,99253;23,992535;;5E-06;;;-2E-05;1,3E-05;;3,3E-05;
2913;23.992.535;;2913;23,992535;23,99256;;2,5E-05;;;1,3E-05;-6,3E-05;;-7,6E-05;
2914;23.992.560;;2914;23,99256;23,992572;;1,2E-05;;;-6,3E-05;4,1E-05;;0,000104;
2915;23.992.572;;2915;23,992572;23,992647;;7,5E-05;;;4,1E-05;-5,4E-05;;-9,5E-05;
2916;23.992.647;;2916;23,992647;23,992681;;3,4E-05;;;-5,4E-05;8,2E-05;;0,000136;
2917;23.992.681;;2917;23,992681;23,992769;;8,8E-05;;;8,2E-05;-2,2E-05;;-0,000104;
2918;23.992.769;;2918;23,992769;23,992775;;6E-06;;;-2,2E-05;2,3E-05;;4,5E-05;
2919;23.992.775;;2919;23,992775;23,992803;;2,8E-05;;;2,3E-05;-7E-05;;-9,3E-05;
2920;23.992.803;;2920;23,992803;23,992808;;5E-06;;;-7E-05;4E-05;;0,00011;
2921;23.992.808;;2921;23,992808;23,992883;;7,5E-05;;;4E-05;2E-06;;-3,8E-05;
2922;23.992.883;;2922;23,992883;23,992918;;3,5E-05;;;2E-06;-0,005315;;-0,005317;
2923;23.992.918;;2923;23,992918;23,992951;;3,3E-05;;;-0,005315;0,005311;;0,010626;
2924;23.992.951;;2924;23,992951;23,998299;;0,005348;;;0,005311;-5,6E-05;;-0,005367;
2925;23.998.299;;2925;23,998299;23,998336;;3,7E-05;;;-5,6E-05;-0,00058;;-0,000524;
2926;23.998.336;;2926;23,998336;23,998429;;9,3E-05;;;-0,00058;0,000665;;0,001245;
2927;23.998.429;;2927;23,998429;23,999102;;0,000673;;;0,000665;3E-06;;-0,000662;
2928;23.999.102;;2928;23,999102;23,99911;;8E-06;;;3E-06;-0,000958;;-0,000961;
2929;23.999.110;;2929;23,99911;23,999115;;5E-06;;;-0,000958;0,000936;;0,001894;
2930;23.999.115;;2930;23,999115;24,000078;;0,000963;;;0,000936;-0,001084;;-0,00202;
2931;24.000.078;;2931;24,000078;24,000105;;2,7E-05;;;-0,001084;0,001058;;0,002142;
2932;24.000.105;;2932;24,000105;24,001216;;0,001111;;;0,001058;2E-06;;-0,001056;
2933;24.001.216;;2933;24,001216;24,001269;;5,3E-05;;;2E-06;4,5E-05;;4,3E-05;
2934;24.001.269;;2934;24,001269;24,00132;;5,1E-05;;;4,5E-05;-0,007944;;-0,007989;
2935;24.001.320;;2935;24,00132;24,001326;;6E-06;;;-0,007944;0,007943;;0,015887;
2936;24.001.326;;2936;24,001326;24,009276;;0,00795;;;0,007943;-3,6E-05;;-0,007979;
2937;24.009.276;;2937;24,009276;24,009283;;7E-06;;;-3,6E-05;-0,001097;;-0,001061;
2938;24.009.283;;2938;24,009283;24,009326;;4,3E-05;;;-0,001097;0,001103;;0,0022;
2939;24.009.326;;2939;24,009326;24,010466;;0,00114;;;0,001103;-1,6E-05;;-0,001119;
2940;24.010.466;;2940;24,010466;24,010503;;3,7E-05;;;-1,6E-05;2E-06;;1,8E-05;
2941;24.010.503;;2941;24,010503;24,010556;;5,3E-05;;;2E-06;-2,8E-05;;-3E-05;
2942;24.010.556;;2942;24,010556;24,010607;;5,1E-05;;;-2,8E-05;7,2E-05;;1E-04;
2943;24.010.607;;2943;24,010607;24,010686;;7,9E-05;;;7,2E-05;-2E-05;;-9,2E-05;
2944;24.010.686;;2944;24,010686;24,010693;;7E-06;;;-2E-05;-2E-05;;-3,55271E-15;
2945;24.010.693;;2945;24,010693;24,01072;;2,7E-05;;;-2E-05;1,7E-05;;3,7E-05;
2946;24.010.720;;2946;24,01072;24,010767;;4,7E-05;;;1,7E-05;1E-05;;-7E-06;
2947;24.010.767;;2947;24,010767;24,010797;;3E-05;;;1E-05;1,4E-05;;4E-06;
2948;24.010.797;;2948;24,010797;24,010817;;2E-05;;;1,4E-05;-9,1E-05;;-0,000105;
2949;24.010.817;;2949;24,010817;24,010823;;6E-06;;;-9,1E-05;9,2E-05;;0,000183;
2950;24.010.823;;2950;24,010823;24,01092;;9,7E-05;;;9,2E-05;-3,1E-05;;-0,000123;
2951;24.010.920;;2951;24,01092;24,010925;;5E-06;;;-3,1E-05;-3,7E-05;;-6E-06;
2952;24.010.925;;2952;24,010925;24,010961;;3,6E-05;;;-3,7E-05;6,7E-05;;0,000104;
2953;24.010.961;;2953;24,010961;24,011034;;7,3E-05;;;6,7E-05;-4,1E-05;;-0,000108;
2954;24.011.034;;2954;24,011034;24,01104;;6E-06;;;-4,1E-05;4,3E-05;;8,4E-05;
2955;24.011.040;;2955;24,01104;24,011087;;4,7E-05;;;4,3E-05;-5,9E-05;;-0,000102;
2956;24.011.087;;2956;24,011087;24,011091;;4E-06;;;-5,9E-05;6,1E-05;;0,00012;
2957;24.011.091;;2957;24,011091;24,011154;;6,3E-05;;;6,1E-05;-5E-05;;-0,000111;
2958;24.011.154;;2958;24,011154;24,011156;;2E-06;;;-5E-05;-0,000109;;-5,9E-05;
2959;24.011.156;;2959;24,011156;24,011208;;5,2E-05;;;-0,000109;0,000121;;0,00023;
2960;24.011.208;;2960;24,011208;24,011369;;0,000161;;;0,000121;-3,2E-05;;-0,000153;
2961;24.011.369;;2961;24,011369;24,011409;;4E-05;;;-3,2E-05;3,3E-05;;6,5E-05;
2962;24.011.409;;2962;24,011409;24,011481;;7,2E-05;;;3,3E-05;-4,8E-05;;-8,1E-05;
2963;24.011.481;;2963;24,011481;24,01152;;3,9E-05;;;-4,8E-05;8E-05;;0,000128;
2964;24.011.520;;2964;24,01152;24,011607;;8,7E-05;;;8E-05;-2,6E-05;;-0,000106;
2965;24.011.607;;2965;24,011607;24,011614;;7E-06;;;-2,6E-05;-5,9E-05;;-3,3E-05;
2966;24.011.614;;2966;24,011614;24,011647;;3,3E-05;;;-5,9E-05;-0,00316;;-0,003101;
2967;24.011.647;;2967;24,011647;24,011739;;9,2E-05;;;-0,00316;-0,012811;;-0,009651;
2968;24.011.739;;2968;24,011739;24,014991;;0,003252;;;-0,012811;0,015979;;0,02879;
2969;24.014.991;;2969;24,014991;24,031054;;0,016063;;;0,015979;-0,029389;;-0,045368;
2970;24.031.054;;2970;24,031054;24,031138;;8,4E-05;;;-0,029389;0,005989;;0,035378;
2971;24.031.138;;2971;24,031138;24,060611;;0,029473;;;0,005989;0,022889;;0,0169;
2972;24.060.611;;2972;24,060611;24,084095;;0,023484;;;0,022889;-0,007592;;-0,030481;
2973;24.084.095;;2973;24,084095;24,08469;;0,000595;;;-0,007592;-0,013951;;-0,006359;
2974;24.084.690;;2974;24,08469;24,092877;;0,008187;;;-0,013951;0,020228;;0,034179;
2975;24.092.877;;2975;24,092877;24,115015;;0,022138;;;0,020228;0,001898;;-0,01833;
2976;24.115.015;;2976;24,115015;24,116925;;0,00191;;;0,001898;-0,000183;;-0,002081;
2977;24.116.925;;2977;24,116925;24,116937;;1,2E-05;;;-0,000183;-0,032978;;-0,032795;
2978;24.116.937;;2978;24,116937;24,117132;;0,000195;;;-0,032978;0,029564;;0,062542;
2979;24.117.132;;2979;24,117132;24,150305;;0,033173;;;0,029564;-0,015654;;-0,045218;
2980;24.150.305;;2980;24,150305;24,153914;;0,003609;;;-0,015654;0,019251;;0,034905;
2981;24.153.914;;2981;24,153914;24,173177;;0,019263;;;0,019251;5E-06;;-0,019246;
2982;24.173.177;;2982;24,173177;24,173189;;1,2E-05;;;5E-06;-7,1E-05;;-7,6E-05;
2983;24.173.189;;2983;24,173189;24,173196;;7E-06;;;-7,1E-05;4E-05;;0,000111;
2984;24.173.196;;2984;24,173196;24,173274;;7,8E-05;;;4E-05;-1,2E-05;;-5,2E-05;
2985;24.173.274;;2985;24,173274;24,173312;;3,8E-05;;;-1,2E-05;-2E-06;;1E-05;
2986;24.173.312;;2986;24,173312;24,173362;;5E-05;;;-2E-06;-0,000266;;-0,000264;
2987;24.173.362;;2987;24,173362;24,173414;;5,2E-05;;;-0,000266;-0,002889;;-0,002623;
2988;24.173.414;;2988;24,173414;24,173732;;0,000318;;;-0,002889;0,001048;;0,003937;
2989;24.173.732;;2989;24,173732;24,176939;;0,003207;;;0,001048;-0,013744;;-0,014792;
2990;24.176.939;;2990;24,176939;24,179098;;0,002159;;;-0,013744;-0,025995;;-0,012251;
2991;24.179.098;;2991;24,179098;24,195001;;0,015903;;;-0,025995;0,033793;;0,059788;
2992;24.195.001;;2992;24,195001;24,236899;;0,041898;;;0,033793;0,007899;;-0,025894;
2993;24.236.899;;2993;24,236899;24,245004;;0,008105;;;0,007899;-0,001517;;-0,009416;
2994;24.245.004;;2994;24,245004;24,24521;;0,000206;;;-0,001517;-0,029624;;-0,028107;
2995;24.245.210;;2995;24,24521;24,246933;;0,001723;;;-0,029624;-0,04437;;-0,014746;
2996;24.246.933;;2996;24,246933;24,27828;;0,031347;;;-0,04437;0,075699;;0,120069;
2997;24.278.280;;2997;24,27828;24,353997;;0,075717;;;0,075699;-0,00028;;-0,075979;
2998;24.353.997;;2998;24,353997;24,354015;;1,8E-05;;;-0,00028;0,000231;;0,000511;
2999;24.354.015;;2999;24,354015;24,354313;;0,000298;;;0,000231;-0,002975;;-0,003206;
3000;24.354.313;;3000;24,354313;24,35438;;6,7E-05;;;-0,002975;-0,063695;;-0,06072;
3001;24.354.380;;3001;24,35438;24,357422;;0,003042;;;-0,063695;0,060885;;0,12458;
3002;24.357.422;;3002;24,357422;24,424159;;0,066737;;;0,060885;-0,018565;;-0,07945;
3003;24.424.159;;3003;24,424159;24,430011;;0,005852;;;-0,018565;0,024332;;0,042897;
3004;24.430.011;;3004;24,430011;24,454428;;0,024417;;;0,024332;-0,023365;;-0,047697;
3005;24.454.428;;3005;24,454428;24,454513;;8,5E-05;;;-0,023365;0,023181;;0,046546;
3006;24.454.513;;3006;24,454513;24,477963;;0,02345;;;0,023181;-0,027411;;-0,050592;
3007;24.477.963;;3007;24,477963;24,478232;;0,000269;;;-0,027411;0,027406;;0,054817;
3008;24.478.232;;3008;24,478232;24,505912;;0,02768;;;0,027406;-0,002484;;-0,02989;
3009;24.505.912;;3009;24,505912;24,506186;;0,000274;;;-0,002484;0,002594;;0,005078;
3010;24.506.186;;3010;24,506186;24,508944;;0,002758;;;0,002594;-0,00015;;-0,002744;
3011;24.508.944;;3011;24,508944;24,509108;;0,000164;;;-0,00015;-0,002218;;-0,002068;
3012;24.509.108;;3012;24,509108;24,509422;;0,000314;;;-0,002218;0,002524;;0,004742;
3013;24.509.422;;3013;24,509422;24,511954;;0,002532;;;0,002524;-0,000108;;-0,002632;
3014;24.511.954;;3014;24,511954;24,511962;;8E-06;;;-0,000108;-0,058748;;-0,05864;
3015;24.511.962;;3015;24,511962;24,512078;;0,000116;;;-0,058748;-0,000789;;0,057959;
3016;24.512.078;;3016;24,512078;24,570942;;0,058864;;;-0,000789;-0,01087;;-0,010081;
3017;24.570.942;;3017;24,570942;24,630595;;0,059653;;;-0,01087;0,070505;;0,081375;
3018;24.630.595;;3018;24,630595;24,701118;;0,070523;;;0,070505;-0,000293;;-0,070798;
3019;24.701.118;;3019;24,701118;24,701136;;1,8E-05;;;-0,000293;-0,032897;;-0,032604;
3020;24.701.136;;3020;24,701136;24,701447;;0,000311;;;-0,032897;-0,010168;;0,022729;
3021;24.701.447;;3021;24,701447;24,734655;;0,033208;;;-0,010168;0,035507;;0,045675;
3022;24.734.655;;3022;24,734655;24,778031;;0,043376;;;0,035507;0,007268;;-0,028239;
3023;24.778.031;;3023;24,778031;24,7859;;0,007869;;;0,007268;-0,031378;;-0,038646;
3024;24.785.900;;3024;24,7859;24,786501;;0,000601;;;-0,031378;0,031912;;0,06329;
3025;24.786.501;;3025;24,786501;24,81848;;0,031979;;;0,031912;5,1E-05;;-0,031861;
3026;24.818.480;;3026;24,81848;24,818547;;6,7E-05;;;5,1E-05;2E-06;;-4,9E-05;
3027;24.818.547;;3027;24,818547;24,818563;;1,6E-05;;;2E-06;-0,057354;;-0,057356;
3028;24.818.563;;3028;24,818563;24,818577;;1,4E-05;;;-0,057354;0,056569;;0,113923;
3029;24.818.577;;3029;24,818577;24,875945;;0,057368;;;0,056569;-0,025728;;-0,082297;
3030;24.875.945;;3030;24,875945;24,876744;;0,000799;;;-0,025728;-0,149873;;-0,124145;
3031;24.876.744;;3031;24,876744;24,903271;;0,026527;;;-0,149873;0,147241;;0,297114;
